system,session_id,question_id,question,level,trace,n_turns,tutor_turns,student_turns,parsed_turn_ratio,student_tokens,tutor_tokens,token_balance_student_share,tutor_student_token_ratio,student_math,tutor_math,total_math,vai,math_density,student_reasoning_turns,student_reasoning_rate,direct_answer_leakage,non_vietnamese_leakage,reflection_required,reflection_completed,reflection_completion,phase_valid,solve_reached,gps_complete,premature_solve,skipped_guide,skipped_practice,stall,guide_loop,practice_pressure,max_same_phase_run,n_guide,n_practice,n_solve,phase_balance_entropy,degeneracy_flag,answer_dependency_index,autonomy_process_score
Human Pilot (GPS),HUMAN_SES_81d20a_HS_DUONG,37,37,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_d74ae2_HS_DUONG,38,38,Trung bình,G-P-S,6,3,3,1.0,64,77,0.45390070921985815,1.203125,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_127314_HS_DUONG,39,39,Trung bình,G-P-S,6,3,3,1.0,69,77,0.4726027397260274,1.1159420289855073,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_b52730_HS_DUONG,40,40,Trung bình,G-P-S,6,3,3,1.0,69,77,0.4726027397260274,1.1159420289855073,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_378734_HS_DUONG,41,41,Trung bình,G-P-S,6,3,3,1.0,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_6e0a6e_HS_DUONG,42,42,Trung bình,G-P-S,6,3,3,0.6,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_72dce2_HS_DUONG,43,43,Trung bình,G-P-S,6,3,3,0.6666666666666666,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_3c94a5_HS_DUONG,44,44,Trung bình,G-P-S,6,3,3,1.0,64,77,0.45390070921985815,1.203125,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_923b28_HS_DUONG,45,45,Trung bình,G-P-S,6,3,3,1.0,64,77,0.45390070921985815,1.203125,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_47aa95_HS_MAI,1,1,Trung bình,G-P-S,6,3,3,0.8571428571428571,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_a857ea_HS_MAI,2,2,Trung bình,G-P-S,6,3,3,0.75,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_475059_HS_MAI,3,3,Trung bình,G-P-S,6,3,3,0.75,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_d68136_HS_MAI,4,4,Trung bình,G-P-S,6,3,3,0.75,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_72a2e6_HS_MAI,5,5,Trung bình,G-P-S,6,3,3,0.8571428571428571,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_e0bd78_HS_MAI,6,6,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_dc01b9_HS_MAI,7,7,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_8be81a_HS_MAI,8,8,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_526e5b_HS_MAI,9,9,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_3d7237_HS_MAI,10,10,Trung bình,G-P-S,6,3,3,1.0,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_a3f8d6_HS_MAI,11,11,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_15afe6_HS_MAI,12,12,Trung bình,G-P-S,6,3,3,1.0,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_d61aad_HS_MAI,13,13,Trung bình,G-P-S,6,3,3,1.0,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_ca9fe9_HS_MAI,14,14,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_d1d3ed_HS_MAI,15,15,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_a33964_HS_MAI,16,16,Trung bình,G-P-S,6,3,3,0.75,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_2e6b8a_HS_MAI,17,17,Trung bình,G-P-S,6,3,3,0.6,69,77,0.4726027397260274,1.1159420289855073,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_585096_HS_MAI,18,18,Trung bình,G-P-S,6,3,3,0.6,69,77,0.4726027397260274,1.1159420289855073,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_b4f2eb_HS_MAI,19,19,Trung bình,G-P-S,6,3,3,0.75,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_37068b_HS_MAI,20,20,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_21fcb7_HS_MAI,21,21,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_e2fc68_HS_MAI,22,22,Trung bình,G-P-S,6,3,3,0.6666666666666666,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_6c97ff_HS_MAI,23,23,Trung bình,G-P-S,6,3,3,0.6,68,77,0.4689655172413793,1.1323529411764706,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_fa9486_HS_MAI,24,24,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_800887_HS_MAI,25,25,Trung bình,G-P-S,6,3,3,1.0,63,77,0.45,1.2222222222222223,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_fd8ab5_HS_MAI,26,26,Trung bình,G-P-S,6,3,3,0.75,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_050d6f_HS_MAI,27,27,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_4ead67_HS_MAI,28,28,Trung bình,G-P-S,6,3,3,0.75,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_927453_HS_MAI,29,29,Trung bình,G-P-S,6,3,3,1.0,68,77,0.4689655172413793,1.1323529411764706,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_444453_HS_MAI,30,30,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_383e30_HS_MAI,31,31,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_273988_HS_MAI,32,32,Trung bình,G-P-S,6,3,3,1.0,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_0f5884_HS_MAI,33,33,Trung bình,G-P-S,6,3,3,1.0,68,77,0.4689655172413793,1.1323529411764706,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_9e52f3_HS_MAI,34,34,Trung bình,G-P-S,6,3,3,1.0,66,77,0.46153846153846156,1.1666666666666667,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_f20919_HS_MAI,35,35,Trung bình,G-P-S,6,3,3,1.0,64,77,0.45390070921985815,1.203125,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_af9eed_HS_MAI,36,36,Trung bình,G-P-S,6,3,3,1.0,64,77,0.45390070921985815,1.203125,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_f78ea2_HS_MAI,37,37,Trung bình,G-P-S,6,3,3,1.0,67,77,0.4652777777777778,1.1492537313432836,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_b39351_HS_MAI,38,38,Trung bình,G-P-S,6,3,3,1.0,64,77,0.45390070921985815,1.203125,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_20663c_HS_MAI,39,39,Trung bình,G-P-S,6,3,3,1.0,69,77,0.4726027397260274,1.1159420289855073,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_edb038_HS_MAI,40,40,Trung bình,G-P-S,6,3,3,1.0,69,77,0.4726027397260274,1.1159420289855073,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_e3c9f1_HS_MAI,41,41,Trung bình,G-P-S,6,3,3,1.0,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_4015ec_HS_MAI,42,42,Trung bình,G-P-S,6,3,3,0.6,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,1,0.3333333333333333,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.5833333333333333
Human Pilot (GPS),HUMAN_SES_00aba6_HS_MAI,43,43,Trung bình,G-P-S,6,3,3,0.6666666666666666,65,77,0.45774647887323944,1.1846153846153846,0,0,0,0.0,0.0,3,1.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.75
Human Pilot (GPS),HUMAN_SES_e9037b_HS_MAI,44,44,Trung bình,G-P-S,6,3,3,1.0,64,77,0.45390070921985815,1.203125,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
Human Pilot (GPS),HUMAN_SES_d48cad_HS_MAI,45,45,Trung bình,G-P-S,6,3,3,1.0,64,77,0.45390070921985815,1.203125,0,0,0,0.0,0.0,2,0.6666666666666666,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1.0,0,0.0,0.6666666666666666
